@relation output_data

@attribute letter_0 numeric
@attribute letter_1 numeric
@attribute letter_2 numeric
@attribute letter_3 numeric
@attribute letter_4 numeric
@attribute letter_5 numeric
@attribute letter_6 numeric
@attribute letter_7 numeric
@attribute letter_8 numeric
@attribute letter_9 numeric
@attribute letter_10 numeric
@attribute letter_11 numeric
@attribute letter_12 numeric
@attribute letter_13 numeric
@attribute letter_14 numeric
@attribute letter_15 numeric
@attribute letter_16 numeric
@attribute letter_17 numeric
@attribute letter_18 numeric
@attribute letter_19 numeric
@attribute letter_20 numeric
@attribute letter_21 numeric
@attribute letter_22 numeric
@attribute letter_23 numeric
@attribute letter_24 numeric
@attribute class {A,B,C,C2,D,E,F,G,H,I,J,K,L,M,N,O,P,R,S,S1,T,U,V,Z,Z1}

@data
1,21,0,11,15,0,0,0,0,0,0,0,61,42,0,0,0,122,120,0,0,0,64,40,0,G
8,3,4,6,2,0,0,0,0,0,0,0,91,37,0,0,6,119,142,0,0,0,22,29,0,G
0,16,8,4,7,0,0,0,0,0,0,0,50,79,0,0,0,134,120,15,0,0,17,89,5,G
0,5,13,11,14,0,0,0,0,0,0,0,62,75,0,0,0,118,110,8,4,0,41,78,2,G
1,4,15,21,12,0,0,0,0,0,0,0,70,64,0,0,0,115,138,0,0,0,26,58,0,G
0,13,8,17,14,0,0,0,0,0,0,0,109,30,0,0,31,166,169,23,0,0,14,15,0,G
8,2,11,12,5,11,0,0,2,0,6,0,88,76,2,6,0,126,169,10,0,0,8,37,1,G
2,8,0,0,2,0,0,0,0,0,0,3,122,27,0,0,8,190,138,0,0,0,17,16,0,G
1,12,17,10,24,0,0,0,0,0,0,0,97,42,0,0,0,155,187,7,0,0,24,13,0,G
0,7,13,8,7,0,0,7,5,0,0,0,139,50,0,0,0,132,168,0,0,0,59,18,0,G
10,11,5,14,4,0,0,0,0,0,0,8,124,62,0,0,19,176,168,0,0,0,27,14,0,G
0,5,8,4,4,0,0,0,11,0,0,0,98,81,0,0,11,127,157,6,0,1,32,30,0,G
0,5,4,7,8,0,0,0,0,0,0,0,67,81,0,0,0,136,138,21,0,0,59,96,17,G
7,15,11,23,8,0,0,0,0,0,0,0,87,44,0,0,0,127,140,10,0,0,61,53,0,G
0,3,13,4,11,0,0,0,0,0,0,0,80,72,0,0,0,129,153,42,0,0,20,38,0,G
0,14,4,11,0,0,0,0,0,0,0,0,106,39,0,0,7,164,180,0,0,0,26,10,0,G
3,13,8,11,1,4,0,0,0,0,0,0,23,125,5,9,0,118,49,86,0,0,12,121,3,G
4,9,7,49,6,0,0,10,0,0,0,13,135,24,0,0,22,225,127,0,0,0,117,4,0,G
4,10,8,62,7,0,0,0,0,0,0,0,105,57,0,0,0,143,212,10,0,0,10,3,0,G
2,11,14,7,6,0,0,0,3,0,0,0,105,59,0,0,0,209,162,0,0,0,13,4,0,G
3,6,10,8,10,0,0,0,0,0,0,0,96,40,0,0,1,145,183,5,0,0,6,19,0,G
2,13,7,7,4,0,0,0,11,0,0,0,107,52,0,0,0,152,198,0,0,0,7,4,0,G
2,7,9,6,7,0,0,0,0,7,0,9,103,42,0,0,3,173,199,0,0,0,20,12,0,G
4,11,7,7,5,0,0,15,20,0,0,0,121,52,2,0,0,121,207,4,0,0,6,3,0,G
4,7,7,5,9,0,0,0,0,0,0,0,106,57,0,0,0,149,201,0,0,0,62,12,0,G
24,6,11,9,8,0,0,0,0,0,0,1,106,41,0,0,10,177,157,0,0,0,4,17,0,G
10,47,5,9,7,0,0,0,0,0,4,0,23,105,6,11,0,67,179,58,4,0,1,22,0,G
0,0,0,0,0,0,6,32,45,0,0,15,199,120,0,0,0,71,73,0,0,0,0,0,0,H
0,0,0,0,0,0,0,13,18,0,0,0,196,121,0,0,0,83,62,0,0,0,0,0,0,H
0,0,0,0,0,0,0,5,3,0,0,0,164,102,0,0,0,72,47,0,0,0,0,0,0,H
0,0,0,0,0,0,0,5,2,0,0,24,173,107,0,0,22,82,86,0,0,0,8,0,0,H
0,0,0,0,0,0,0,11,5,0,0,0,170,153,0,0,0,82,71,0,0,0,0,0,0,H
0,0,0,0,0,0,0,11,7,0,0,4,163,114,0,0,0,65,62,0,0,0,0,0,0,H
0,0,0,0,24,0,0,4,4,14,0,0,111,139,3,0,0,86,67,0,0,0,0,0,0,H
0,0,0,0,0,0,0,1,16,0,0,0,95,136,0,0,0,98,118,0,0,0,0,0,0,H
0,0,0,0,0,0,0,13,7,0,1,0,121,125,0,3,0,72,55,0,0,0,0,0,0,H
0,0,0,0,0,0,0,2,6,1,12,0,91,188,1,6,0,52,53,8,0,0,0,0,0,H
0,0,0,0,0,0,7,21,15,0,0,23,219,83,0,0,7,56,28,0,0,0,0,0,0,H
0,0,0,0,0,0,0,10,8,0,0,4,206,123,0,0,6,41,45,0,0,0,0,0,0,H
0,0,0,0,0,0,12,16,3,0,0,72,187,130,0,0,54,59,49,0,0,0,0,0,0,H
0,0,0,0,0,0,0,24,20,0,0,12,172,137,0,0,6,65,65,0,0,0,0,0,0,H
0,0,0,0,0,0,0,16,14,0,0,0,132,142,0,0,0,49,29,0,0,0,0,0,0,H
0,0,0,0,0,0,0,12,13,0,0,0,156,123,0,0,0,40,49,0,0,0,0,0,0,H
0,0,0,0,0,0,0,2,6,0,0,0,171,138,0,0,0,65,35,0,0,0,0,0,0,H
0,0,0,0,0,0,0,10,22,0,0,0,134,150,0,0,0,47,41,0,0,0,0,0,0,H
0,0,0,0,0,0,0,2,2,0,0,0,143,171,0,0,0,44,44,0,8,0,0,0,0,H
7,0,0,0,0,9,0,3,2,0,4,0,117,172,3,12,0,49,53,4,0,0,0,0,0,H
0,0,0,0,0,0,0,20,3,0,0,11,195,68,0,0,5,63,7,0,0,0,0,0,0,H
0,0,0,0,0,0,4,8,6,0,0,18,179,111,0,0,0,38,29,0,0,0,0,0,0,H
0,0,0,0,0,0,0,3,1,0,0,0,190,74,0,0,0,39,26,0,0,0,0,0,0,H
0,0,0,0,0,0,0,7,3,0,0,0,140,157,0,0,0,28,38,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,0,0,0,0,181,50,16,0,0,74,33,0,0,0,0,0,0,H
0,0,0,0,0,0,0,3,20,0,0,0,152,113,0,0,0,41,39,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,0,0,0,0,132,97,0,0,0,68,43,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,8,0,0,0,105,126,0,0,0,49,57,0,0,0,0,0,0,H
0,0,0,0,0,8,0,0,16,0,0,0,112,133,0,0,0,55,56,0,2,0,0,0,0,H
0,0,0,0,0,0,0,13,2,1,0,0,91,169,9,0,0,38,37,4,0,0,0,0,0,H
0,0,0,0,0,0,0,8,12,0,0,4,150,128,0,0,0,31,23,0,0,0,0,0,0,H
0,0,0,0,0,0,0,38,0,0,0,0,155,104,0,0,0,66,51,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,0,0,0,0,182,31,0,0,0,65,35,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,0,0,0,0,101,102,0,0,0,63,62,0,0,0,0,0,0,H
0,0,0,0,0,0,0,4,24,0,0,0,158,113,0,0,0,61,42,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,3,0,0,0,102,157,0,0,0,35,32,0,0,0,0,0,0,H
0,0,0,0,0,0,0,4,2,0,0,0,172,135,0,0,0,39,27,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,7,0,0,0,117,132,0,0,0,25,23,0,0,0,0,0,0,H
0,0,0,0,0,24,0,0,8,0,8,0,126,140,0,8,0,37,27,0,0,0,0,0,0,H
6,0,0,0,0,0,0,2,14,0,0,0,101,134,5,0,0,31,29,0,0,0,0,0,0,H
0,0,0,0,0,0,0,2,4,0,0,7,141,105,0,0,0,38,31,0,0,0,0,0,0,H
0,0,0,0,0,0,0,12,3,0,0,0,175,81,0,0,0,68,45,0,0,0,0,0,0,H
0,0,0,0,0,0,0,18,2,0,0,0,159,93,0,0,0,38,41,0,0,0,0,0,0,H
0,0,0,0,0,0,0,20,4,0,0,0,135,112,0,0,0,24,51,0,0,0,0,0,0,H
0,0,0,0,0,0,0,10,6,0,0,16,177,102,0,0,0,40,28,0,0,0,0,0,0,H
0,0,14,4,0,0,0,18,3,0,0,6,158,135,0,0,4,51,36,0,0,0,0,0,0,H
0,0,0,0,0,0,0,17,9,0,0,0,172,134,0,0,0,46,22,0,0,0,0,0,0,H
0,0,0,0,0,0,0,9,13,0,0,0,133,111,0,0,0,11,9,0,0,0,0,0,0,H
0,0,0,0,0,0,0,32,28,0,0,0,148,142,0,4,0,13,14,0,24,0,0,0,0,H
0,0,0,0,0,0,0,11,7,0,0,0,118,148,0,0,0,8,8,0,0,0,0,0,0,H
0,0,0,0,0,0,0,20,10,0,0,18,163,129,0,0,18,56,54,0,0,0,0,0,0,H
0,0,0,0,0,0,0,5,24,0,0,0,163,129,0,0,0,40,22,0,0,0,0,0,0,H
0,0,0,0,0,0,0,15,13,0,0,0,138,103,0,0,0,50,34,0,0,0,0,0,0,H
0,0,0,0,0,0,0,7,7,0,0,0,132,142,0,0,0,38,51,0,0,0,0,0,0,H
0,0,0,0,0,0,0,14,19,0,0,0,149,119,0,0,0,30,30,0,0,0,0,0,0,H
0,0,0,0,0,0,0,11,10,0,0,3,143,134,0,0,0,27,38,0,0,0,0,0,0,H
0,0,0,0,0,0,0,7,4,0,0,0,158,127,0,0,0,31,29,0,0,0,0,0,0,H
0,0,0,0,0,0,0,23,3,0,0,0,121,141,0,0,0,42,29,0,0,0,0,0,0,H
11,0,0,0,0,1,0,4,8,0,0,0,141,128,0,0,0,41,27,0,0,0,0,0,0,H
2,0,0,0,0,0,0,18,9,0,14,0,122,145,0,0,0,9,15,0,4,0,0,0,0,H
0,0,0,0,0,0,4,2,33,0,0,10,250,27,0,0,12,97,8,0,0,0,0,0,0,H
0,0,0,0,0,0,0,7,3,0,0,0,172,122,0,0,0,37,32,0,0,0,0,0,0,H
0,0,0,0,0,0,0,10,2,0,0,0,172,120,0,0,0,36,17,0,0,0,0,0,0,H
0,0,0,0,0,0,0,15,3,0,0,0,148,119,0,0,0,29,39,0,0,0,0,0,0,H
0,0,0,0,0,0,0,7,6,0,0,0,150,122,0,0,0,42,29,0,0,0,0,0,0,H
0,0,0,0,0,0,0,8,11,0,0,0,133,140,0,0,0,29,28,0,0,0,0,0,0,H
0,0,0,0,0,0,0,2,3,0,0,0,142,131,0,0,0,59,32,0,0,0,0,0,0,H
0,0,0,0,0,0,0,3,14,0,0,0,120,109,0,0,0,37,22,0,0,0,0,0,0,H
0,0,0,0,0,0,0,27,6,0,0,0,155,145,4,0,0,43,37,2,0,0,0,0,0,H
0,0,0,0,0,0,0,6,16,0,0,0,113,150,0,0,0,29,32,0,0,0,0,0,0,H
0,0,0,0,0,0,6,20,1,0,0,6,254,34,0,0,0,38,2,0,0,8,5,0,0,H
0,0,0,0,0,0,11,30,19,0,0,12,184,121,0,0,0,31,11,0,0,0,0,0,0,H
0,0,0,0,0,0,0,10,3,0,0,0,149,116,0,0,0,35,9,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,0,0,0,13,150,105,0,0,0,35,52,0,0,0,0,0,0,H
0,0,0,0,0,0,0,26,3,0,0,0,151,119,0,0,8,45,21,0,0,0,0,0,0,H
0,0,0,0,0,0,0,60,0,0,0,0,129,140,0,0,0,53,50,0,0,0,0,0,0,H
0,0,0,0,0,0,0,5,9,0,0,12,192,121,0,0,4,32,10,0,0,0,0,0,0,H
0,0,0,0,0,0,0,16,16,0,0,0,121,169,0,0,0,30,44,0,0,0,0,0,0,H
0,0,0,0,0,0,0,12,20,0,16,0,139,148,0,0,0,22,10,0,0,0,0,0,0,H
9,0,0,0,0,5,0,8,6,0,0,0,109,167,2,2,0,30,34,0,2,0,0,0,0,H
0,0,0,0,0,0,0,10,1,0,0,16,260,5,0,0,14,99,8,0,0,0,0,0,0,H
0,0,0,0,0,0,0,9,2,0,0,0,230,74,0,0,0,90,30,0,0,0,0,0,0,H
0,0,0,0,0,0,0,4,2,0,0,0,149,112,0,0,0,48,39,0,0,0,0,0,0,H
0,0,0,0,0,0,0,13,1,0,0,19,253,80,0,0,12,83,33,0,0,0,0,0,0,H
0,0,0,0,0,0,0,4,4,0,0,0,155,148,0,42,0,36,38,0,0,0,0,0,0,H
0,0,0,0,0,0,0,6,5,0,0,0,156,154,0,0,0,30,18,0,0,0,0,0,0,H
0,0,0,0,0,0,0,12,3,0,0,0,128,153,0,0,0,43,41,0,0,0,0,0,0,H
0,0,0,0,0,0,0,5,7,0,0,0,130,140,0,0,0,43,53,0,0,0,0,0,0,H
0,0,0,0,37,0,0,7,12,3,24,0,169,134,0,0,0,32,14,0,0,0,0,0,0,H
0,0,0,0,0,10,0,6,11,0,0,0,106,167,0,0,0,46,11,0,0,0,0,0,0,H
0,0,0,0,0,0,0,25,0,0,0,9,226,18,0,0,5,129,11,0,0,0,0,0,0,H
0,0,0,0,0,0,0,0,0,0,0,0,149,108,0,0,0,94,67,0,0,0,0,0,0,H
0,0,0,0,0,0,8,21,11,0,0,29,192,67,0,0,30,84,50,0,0,0,0,0,0,H
0,0,0,0,0,0,1,18,16,0,0,35,278,16,0,0,15,91,7,0,0,0,0,0,0,H
0,0,0,0,0,0,0,2,2,0,0,0,159,125,0,0,0,32,37,0,0,0,0,0,0,H
0,0,0,0,0,0,0,4,15,0,0,0,147,150,0,0,0,30,35,0,0,0,0,0,0,H
0,0,0,0,0,0,0,2,22,0,0,0,168,110,0,0,0,59,54,0,0,0,0,0,0,H
0,0,0,0,0,0,0,6,6,0,0,0,148,149,0,0,0,49,26,0,0,0,0,0,0,H
5,0,0,0,0,18,0,8,27,0,8,0,125,124,0,0,0,40,48,0,0,0,0,0,0,H
0,0,0,0,0,0,0,1,26,0,0,0,112,177,9,0,0,50,37,0,0,0,0,0,0,H
0,0,0,0,0,0,0,18,0,0,0,0,119,0,0,0,0,39,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,34,2,0,0,0,120,80,0,0,0,19,23,0,0,0,0,0,0,I
0,0,0,0,0,0,0,2,9,0,0,0,55,59,0,0,0,11,17,0,0,0,0,0,0,I
0,0,0,0,0,0,0,13,8,0,0,0,120,14,0,0,0,19,25,0,0,0,0,0,0,I
0,0,0,0,0,0,0,21,19,0,0,0,110,17,0,0,0,15,4,0,0,0,0,0,0,I
0,0,0,0,0,0,0,10,19,0,0,0,18,111,0,0,0,14,6,0,0,0,0,0,0,I
0,0,0,0,0,0,0,21,7,0,0,0,32,83,0,0,0,11,5,0,0,0,0,0,0,I
0,0,0,0,0,0,0,3,17,0,0,0,78,32,0,0,0,6,8,0,0,0,0,0,0,I
8,0,0,0,0,0,0,16,15,0,16,0,65,109,0,8,0,17,10,0,2,0,0,0,0,I
0,0,0,0,0,6,0,0,12,0,10,0,9,116,0,16,0,8,32,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,49,0,0,0,0,0,0,0,I
0,0,0,0,0,0,11,0,0,0,0,32,106,79,0,0,0,9,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,2,7,0,0,12,104,24,0,0,0,50,10,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,0,0,0,0,92,15,0,0,0,38,4,0,0,0,0,0,0,I
0,0,0,0,0,0,0,3,3,0,0,0,68,31,0,0,0,3,1,0,0,0,0,0,0,I
0,0,0,0,0,0,0,25,9,0,0,0,124,3,0,0,0,19,6,0,0,0,0,0,0,I
0,0,0,0,0,0,0,3,42,0,0,0,9,86,0,0,0,11,20,0,0,0,0,0,0,I
0,0,0,0,0,0,0,11,3,0,0,0,63,45,0,0,0,37,2,0,0,0,0,0,0,I
0,0,0,0,0,9,0,18,8,0,52,0,23,103,0,14,0,9,7,0,6,0,0,0,0,I
0,0,0,0,0,0,0,7,7,0,0,0,17,82,0,0,0,3,2,0,2,0,0,0,0,I
0,0,0,0,0,0,0,12,0,0,0,0,93,13,0,0,0,59,7,0,0,0,0,0,0,I
0,0,0,0,0,0,0,7,4,0,0,0,87,14,0,0,0,46,10,0,0,0,0,0,0,I
0,0,0,0,0,0,0,11,3,0,0,0,76,26,0,0,0,35,9,0,0,0,0,0,0,I
0,0,0,0,0,0,0,14,13,0,0,0,43,121,0,0,0,52,44,0,0,0,0,0,0,I
0,0,0,0,0,0,0,2,5,0,0,0,37,60,0,0,0,20,18,0,0,0,0,0,0,I
0,0,0,0,0,0,0,8,2,0,11,6,103,31,0,0,0,35,5,0,0,0,0,0,0,I
0,0,0,0,0,0,0,1,1,0,0,0,84,18,0,0,0,27,10,0,0,0,0,0,0,I
0,0,0,0,0,0,0,2,6,0,0,0,16,97,0,0,0,2,6,0,0,0,0,0,0,I
0,0,0,0,0,1,0,18,2,0,8,0,42,115,0,36,0,17,22,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,11,0,0,0,0,97,0,10,0,0,8,0,2,0,0,0,0,I
0,0,0,0,0,0,0,4,1,0,0,0,119,7,0,0,0,57,7,0,0,0,0,0,0,I
0,0,0,0,0,0,0,49,36,0,0,0,120,9,0,0,0,40,0,0,0,0,0,0,0,I
0,21,39,5,0,0,15,29,4,0,0,0,112,31,0,0,0,26,11,0,0,0,0,0,0,I
0,0,0,0,0,0,0,7,2,0,0,0,90,29,0,0,0,8,2,0,0,0,0,0,0,I
0,0,0,0,0,0,0,3,6,0,0,0,120,12,8,0,0,44,29,14,0,0,0,0,0,I
0,0,0,0,0,0,0,5,2,0,0,0,123,17,0,0,0,25,4,0,0,0,0,0,0,I
0,0,0,0,0,0,0,6,6,0,2,1,99,14,0,3,0,10,3,0,0,0,0,0,0,I
0,0,0,0,0,0,0,6,15,0,0,0,27,112,0,0,0,8,14,0,0,0,0,0,0,I
0,0,0,0,0,64,0,28,11,0,8,0,63,116,0,0,0,22,15,0,8,0,0,0,0,I
0,0,0,0,0,0,0,10,22,0,1,0,9,109,0,5,0,10,27,0,6,0,0,0,0,I
0,0,0,0,0,0,0,20,3,0,0,0,125,8,0,0,0,12,3,0,0,0,0,0,0,I
0,0,0,0,0,0,0,7,24,0,0,0,58,60,0,0,0,11,3,0,0,0,0,0,0,I
0,0,0,0,0,0,0,6,9,0,0,0,102,18,0,0,0,36,7,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,11,0,0,0,74,115,0,0,0,26,23,0,0,0,0,0,0,I
0,0,2,2,0,0,0,27,69,0,0,0,25,72,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,66,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,51,0,0,0,4,61,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,40,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,I
2,0,0,0,0,30,0,0,36,0,0,0,0,110,0,0,0,0,39,0,0,0,0,0,0,I
0,0,0,0,0,8,0,0,54,0,0,0,1,52,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,24,4,0,0,0,110,7,0,0,0,10,1,0,0,0,0,0,0,I
0,0,0,0,0,0,0,66,33,0,0,0,18,89,0,0,0,2,12,0,0,0,0,0,0,I
0,0,0,0,0,0,0,18,46,0,0,0,26,93,0,0,0,15,2,0,0,0,0,0,0,I
0,0,0,0,0,0,0,8,29,0,0,0,48,82,0,0,0,3,3,0,0,0,0,0,0,I
0,0,0,0,0,0,0,5,32,0,0,0,88,29,0,0,0,11,14,0,0,0,0,0,0,I
0,0,0,0,0,0,0,51,7,0,0,0,95,15,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,23,30,0,0,0,85,56,0,0,0,6,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,3,57,0,0,0,13,93,0,0,0,3,18,0,0,0,0,0,0,I
0,0,0,0,0,16,0,16,43,0,24,0,32,78,0,8,0,0,0,0,4,0,0,0,0,I
0,0,0,4,0,0,0,0,94,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,60,4,0,0,0,115,9,0,0,0,3,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,33,20,0,0,0,115,60,0,0,0,5,4,0,0,0,0,0,0,I
0,0,0,0,0,0,0,30,12,0,0,0,84,48,0,0,0,3,5,0,0,0,0,0,0,I
0,0,0,0,0,0,0,46,47,0,0,11,10,97,0,0,2,1,5,0,0,0,0,0,0,I
0,0,0,0,0,0,0,7,30,0,0,0,6,95,0,0,0,6,21,0,0,0,0,0,0,I
0,0,0,0,0,0,0,12,44,0,0,0,35,103,0,0,0,1,5,0,0,0,0,0,0,I
0,0,0,0,0,0,0,5,31,0,0,0,23,112,0,0,0,5,4,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,44,0,0,0,0,117,0,0,0,0,17,0,0,0,0,0,0,I
0,0,0,0,0,24,0,0,31,11,8,0,0,86,0,0,0,0,5,0,0,0,0,0,0,I
0,0,0,3,0,4,0,0,91,5,10,0,0,39,3,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,89,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,54,3,0,0,0,119,53,0,0,0,8,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,54,9,0,0,0,107,13,0,0,0,8,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,48,35,0,0,0,77,27,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,37,31,0,0,0,34,29,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,31,72,0,0,0,38,123,0,0,0,10,5,0,0,0,0,0,0,I
0,0,0,0,0,0,0,1,22,0,0,0,5,99,0,0,0,0,21,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,40,0,0,0,0,139,0,0,0,0,3,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,31,2,8,0,0,92,30,0,0,0,9,0,8,0,0,0,0,I
0,0,0,0,0,0,0,5,76,10,0,0,0,85,6,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,22,2,0,0,0,124,8,0,0,0,26,6,0,0,0,0,0,0,I
0,1,5,0,0,0,7,7,8,0,0,0,103,0,0,0,0,7,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,28,0,0,0,0,122,0,0,0,0,24,0,0,0,0,0,0,I
0,0,0,0,0,0,0,12,11,0,0,0,75,103,0,0,0,15,13,0,0,0,0,0,0,I
0,0,0,0,0,0,0,19,31,0,0,0,28,116,0,0,0,15,37,0,0,0,0,0,0,I
0,0,0,0,0,0,0,14,20,0,0,0,2,131,0,0,0,0,15,0,0,0,0,0,0,I
0,0,0,0,0,0,0,5,39,0,0,0,49,123,0,0,0,3,3,0,0,0,0,0,0,I
0,0,0,0,0,0,0,15,58,0,0,0,24,101,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,29,23,0,8,0,32,113,0,0,0,26,25,0,0,0,0,0,0,I
0,0,0,0,0,0,0,10,43,0,3,0,7,73,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,6,28,0,0,0,125,4,0,0,0,40,5,0,0,0,0,0,0,I
0,0,0,0,0,0,0,40,0,0,0,0,119,40,0,0,0,14,5,0,0,0,0,0,0,I
0,0,0,0,0,0,0,27,5,0,0,0,132,27,0,0,0,9,12,0,0,0,0,0,0,I
0,0,0,0,0,0,0,28,5,0,0,0,122,118,0,0,0,6,9,0,0,0,0,0,0,I
0,0,0,0,0,0,0,8,37,0,0,0,6,91,0,0,0,2,2,0,0,0,0,0,0,I
0,0,0,0,0,0,0,57,71,0,0,0,17,64,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,3,53,0,0,0,11,75,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,0,66,0,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,4,0,16,59,0,0,0,44,68,0,4,0,0,0,0,0,0,0,0,0,I
0,21,0,0,0,2,0,4,63,0,0,0,11,89,0,0,0,0,0,0,0,0,0,0,0,I
0,0,0,0,0,0,0,21,2,0,0,0,44,110,0,0,0,73,49,0,0,0,0,0,0,J
0,0,0,0,0,0,0,10,2,0,0,0,3,122,0,0,0,65,76,0,0,0,0,0,0,J
0,0,0,0,0,0,0,2,9,0,0,0,22,150,0,0,0,34,97,0,0,0,0,0,0,J
0,0,0,0,0,0,0,6,5,0,0,0,11,122,0,0,0,56,54,0,0,0,0,0,0,J
0,0,0,0,0,0,0,12,3,0,0,0,7,113,0,0,0,58,65,0,0,0,0,0,0,J
0,0,0,0,0,0,0,2,10,0,0,0,41,112,0,0,0,40,63,0,0,0,0,0,0,J
0,0,0,6,6,0,0,18,24,2,0,0,27,132,0,0,0,40,54,0,0,0,0,0,0,J
0,0,0,0,0,0,0,9,22,0,0,0,15,140,0,0,0,69,81,0,0,0,0,0,0,J
0,0,0,0,0,0,0,10,8,0,0,0,15,117,0,0,0,78,53,0,0,0,0,0,0,J
0,0,0,0,0,0,0,3,24,0,0,0,22,147,0,0,0,42,38,0,0,0,0,0,0,J
0,0,0,0,0,0,0,12,1,0,0,0,67,87,0,0,0,54,25,0,0,0,0,0,0,J
0,0,0,0,0,0,0,8,6,0,0,0,78,74,0,0,0,84,37,0,0,0,0,0,0,J
0,0,0,0,0,0,0,7,11,0,0,0,49,104,0,0,0,75,40,0,0,0,0,0,0,J
0,0,0,0,0,0,0,1,23,0,0,0,21,128,0,0,0,44,37,0,0,0,0,0,0,J
0,0,0,0,0,0,0,8,14,0,0,0,39,101,0,0,0,42,19,0,0,0,0,0,0,J
0,0,0,0,0,0,0,11,24,0,0,0,29,117,0,0,0,15,49,0,0,0,0,0,0,J
0,0,0,0,0,0,0,2,29,0,0,0,35,125,0,0,0,27,18,0,0,0,0,0,0,J
0,0,0,0,0,0,0,10,30,0,0,0,38,142,0,0,0,27,36,0,0,0,0,0,0,J
0,0,0,0,0,0,0,0,18,0,0,0,6,116,0,0,0,18,72,0,0,0,0,0,0,J
0,0,0,0,0,0,0,5,30,0,0,0,15,141,0,0,0,48,35,0,0,0,0,0,0,J
0,0,0,0,0,0,0,15,1,0,0,0,125,6,0,0,0,124,70,0,0,0,0,0,0,J
0,0,0,0,0,0,0,11,8,0,0,0,73,33,0,0,0,81,12,0,0,0,0,0,0,J
0,0,0,0,0,0,0,3,8,0,0,0,70,65,0,0,0,85,21,0,0,0,0,0,0,J
0,0,0,0,0,0,0,2,6,0,0,0,56,59,0,0,0,82,21,0,0,0,0,0,0,J
0,0,0,0,0,0,0,25,12,0,0,0,116,36,0,0,0,57,27,0,0,0,0,0,0,J
0,0,0,0,0,0,0,3,6,0,0,0,58,71,0,0,0,77,18,0,0,0,0,0,0,J
0,0,0,0,0,0,0,25,3,0,0,4,129,31,0,0,0,61,2,0,0,0,0,0,0,J
0,0,0,0,0,0,0,39,3,0,0,0,170,41,0,0,0,12,14,0,0,0,0,0,0,J
0,0,0,0,0,0,0,33,1,0,0,0,40,95,0,0,0,64,9,0,0,0,0,0,0,J
0,0,0,0,0,0,0,21,7,0,0,0,111,42,0,0,0,57,11,0,0,0,0,0,0,J
0,0,0,0,0,0,0,8,23,0,0,0,137,7,0,0,0,118,21,0,0,0,0,0,0,J
0,0,0,0,0,0,0,20,0,0,0,0,117,42,0,0,0,107,9,0,0,0,0,0,0,J
0,0,0,0,0,0,0,25,3,0,0,2,150,9,0,0,0,70,21,0,0,0,0,0,0,J
0,0,0,0,0,0,0,38,19,0,0,0,149,13,0,0,0,73,9,0,0,0,0,0,0,J
